date,stk_cd,isinCd,itmsNm,mrktCtg,close,vs,fltRt,mkp,hipr,lopr,volume,amount,lstgStCnt,mrktTotAmt,open_pric,high_pric,low_pric,close_pric,pred_rt,flu_rt,trde_qty,amt_mn,crd_rt,ind,orgn,for_qty,frgn,prm,for_rt,for_poss,for_wght,for_netprps,orgn_netprps,ind_netprps,crd_remn_rt
20211116,005380,KR7005380001,현대차,KOSPI,206500,-2500,-1.2,208000,208000,205000,515194,106237104500,213668187,44122480615500,-208000,-208000,-205000,-206500,-2500,-1.2,515194,106237,0.55,+79339,--64401,--24160,--36800,--81728,28.87,28.87,28.87,--24160,--64401,+79339,0.55
20211117,005380,KR7005380001,현대차,KOSPI,207000,500,.24,206500,209000,203000,715192,147041821000,213668187,44229314709000,206500,209000,-203000,207000,500,0.24,715192,147042,0.55,+37585,--84751,+36932,+52832,+11880,28.89,28.89,28.89,+36932,--84751,+37585,0.55
20211118,005380,KR7005380001,현대차,KOSPI,205000,-2000,-.97,205500,206500,204000,562783,115703230000,213668187,43801978335000,-205500,-206500,-204000,-205000,-2000,-0.97,562783,115703,0.54,--9075,--12693,+22152,+32398,+44059,28.9,28.9,28.9,+22152,--12693,--9075,0.54
20211119,005380,KR7005380001,현대차,KOSPI,209500,4500,2.2,211500,212500,208000,829314,174108389500,213668187,44763485176500,211500,212500,208000,209500,4500,2.2,829314,174108,0.55,--102247,--6113,+61954,+87323,+58092,28.93,28.93,28.93,+61954,--6113,--102247,0.55
20211122,005380,KR7005380001,현대차,KOSPI,218500,9000,4.3,209500,220000,207500,1620439,350306172500,213668187,46686498859500,209500,220000,-207500,218500,9000,4.3,1620439,350306,0.54,--655678,+302959,+303683,+166353,+345189,29.07,29.07,29.07,+303683,+302959,--655678,0.54
20211123,005380,KR7005380001,현대차,KOSPI,215000,-3500,-1.6,219000,219500,213500,818782,176395712000,213668187,45938660205000,219000,219500,-213500,-215000,-3500,-1.6,818782,176396,0.54,+74022,--77911,--22657,--6274,--73887,29.06,29.06,29.06,--22657,--77911,+74022,0.54
20211124,005380,KR7005380001,현대차,KOSPI,212000,-3000,-1.4,215500,216000,211000,652274,138547753000,213668187,45297655644000,215500,216000,-211000,-212000,-3000,-1.4,652274,138548,0.53,+62183,--60114,--27370,+11622,--95515,29.04,29.04,29.04,--27370,--60114,+62183,0.53
20211125,005380,KR7005380001,현대차,KOSPI,210000,-2000,-.94,212500,212500,210000,414037,87414092500,213668187,44870319270000,212500,212500,-210000,-210000,-2000,-0.94,414037,87414,0.54,+26844,--8344,--68004,--61389,--75966,29.01,29.01,29.01,--68004,--8344,+26844,0.54
20211126,005380,KR7005380001,현대차,KOSPI,205500,-4500,-2.14,209500,210000,204000,901184,185762708000,213668187,43908812428500,-209500,210000,-204000,-205500,-4500,-2.14,901184,185763,0.54,+222532,--119438,--149454,--108589,--191263,28.94,28.94,28.94,--149454,--119438,+222532,0.54
20211129,005380,KR7005380001,현대차,KOSPI,200500,-5000,-2.43,199500,203500,199500,901640,181686334500,213668187,42840471493500,-199500,-203500,-199500,-200500,-5000,-2.43,901640,181686,0.54,+81170,--3520,--124180,--143107,--91512,28.88,28.88,28.88,--124180,--3520,+81170,0.54
20211130,005380,KR7005380001,현대차,KOSPI,195500,-5000,-2.49,202000,203500,194500,1313581,260036120500,213668187,41772130558500,202000,203500,-194500,-195500,-5000,-2.49,1313581,260036,0.54,+274825,--75217,--228614,--200350,--260333,28.78,28.78,28.78,--228614,--75217,+274825,0.54
20211201,005380,KR7005380001,현대차,KOSPI,201000,5500,2.81,198500,202000,196500,741594,148026297000,213668187,42947305587000,198500,202000,196500,201000,5500,2.81,741594,148026,0.53,--129209,+55044,+42232,+5644,+29515,28.8,28.8,28.8,+42232,+55044,--129209,0.53
20211202,005380,KR7005380001,현대차,KOSPI,205500,4500,2.24,198500,206000,198000,782923,159128828000,213668187,43908812428500,-198500,206000,-198000,205500,4500,2.24,782923,159129,0.51,--169156,+20806,+96722,+86031,+120239,28.84,28.84,28.84,+96722,+20806,--169156,0.51
20211203,005380,KR7005380001,현대차,KOSPI,206000,500,.24,205500,208000,204500,514358,106166005500,213668187,44015646522000,205500,208000,-204500,206000,500,0.24,514358,106166,0.51,--68388,+52171,--24545,+6836,--4961,28.83,28.83,28.83,--24545,+52171,--68388,0.51
20211206,005380,KR7005380001,현대차,KOSPI,206500,500,.24,204500,208000,202500,503652,103613066500,213668187,44122480615500,-204500,208000,-202500,206500,500,0.24,503652,103613,0.5,--4124,--25915,--8980,--19578,+28241,28.83,28.83,28.83,--8980,--25915,--4124,0.5
20211207,005380,KR7005380001,현대차,KOSPI,207500,1000,.48,206000,208000,204000,501624,103518135500,213668187,44336148802500,-206000,208000,-204000,207500,1000,0.48,501624,103518,0.5,--52383,--19217,+27303,+9451,+47871,28.84,28.84,28.84,+27303,--19217,--52383,0.5
20211208,005380,KR7005380001,현대차,KOSPI,207500,0,0,210000,211000,207000,502904,105182024500,213668187,44336148802500,210000,211000,-207000,207500,0,0.0,502904,105182,0.5,--84526,+83834,--47803,--47067,--11918,28.82,28.82,28.82,--47803,+83834,--84526,0.5
20211209,005380,KR7005380001,현대차,KOSPI,207000,-500,-.24,207000,210000,206500,775215,161068910500,213668187,44229314709000,-207000,210000,-206500,-207000,-500,-0.24,775215,161069,0.5,+23123,--12080,--69235,--25782,--49991,28.78,28.78,28.78,--69235,--12080,+23123,0.5
20211210,005380,KR7005380001,현대차,KOSPI,207500,500,.24,207000,209500,205500,443350,91945845500,213668187,44336148802500,207000,209500,-205500,207500,500,0.24,443350,91946,0.5,+16438,+33716,--96279,--87694,--59962,28.74,28.74,28.74,--96279,+33716,+16438,0.5
20211213,005380,KR7005380001,현대차,KOSPI,209000,1500,.72,210000,214000,209000,877690,186026541500,213668187,44656651083000,210000,214000,209000,209000,1500,0.72,877690,186027,0.5,--306057,+272782,+13241,--36396,--10417,28.75,28.75,28.75,+13241,+272782,--306057,0.5
20211214,005380,KR7005380001,현대차,KOSPI,211000,2000,.96,208000,212000,207500,499536,104999352000,213668187,45083987457000,-208000,212000,-207500,211000,2000,0.96,499536,104999,0.5,--91084,+37557,+2574,+21614,--32214,28.75,28.75,28.75,+2574,+37557,--91084,0.5
20211215,005380,KR7005380001,현대차,KOSPI,209000,-2000,-.95,210500,211500,208500,436219,91325416000,213668187,44656651083000,-210500,211500,-208500,-209000,-2000,-0.95,436219,91325,0.49,+64986,--34053,--91064,--52421,--94365,28.7,28.7,28.7,--91064,--34053,+64986,0.49
20211216,005380,KR7005380001,현대차,KOSPI,209500,500,.24,211500,212000,208000,457620,95837776000,213668187,44763485176500,211500,212000,-208000,209500,500,0.24,457620,95838,0.49,+77110,+11568,--160163,--82556,--136828,28.63,28.63,28.63,--160163,+11568,+77110,0.49
20211217,005380,KR7005380001,현대차,KOSPI,209500,0,0,208500,211500,208000,623863,131088032500,213668187,44763485176500,-208500,211500,-208000,209500,0,0.0,623863,131088,0.49,--89776,+70170,--55815,--71479,--18215,28.6,28.6,28.6,--55815,+70170,--89776,0.49
20211220,005380,KR7005380001,현대차,KOSPI,205000,-4500,-2.15,209000,209500,204500,542620,111756485500,213668187,43801978335000,-209000,209500,-204500,-205000,-4500,-2.15,542620,111756,0.49,+148526,--58917,--482211,--135593,--130819,28.38,28.38,28.38,--482211,--58917,+148526,0.49
20211221,005380,KR7005380001,현대차,KOSPI,205000,0,0,206000,207500,204000,548609,112834290000,213668187,43801978335000,206000,207500,-204000,205000,0,0.0,548609,112834,0.49,--613,+67567,--169014,--119133,--120189,28.3,28.3,28.3,--169014,+67567,--613,0.49
20211222,005380,KR7005380001,현대차,KOSPI,206500,1500,.73,207000,209500,205500,480545,99493015000,213668187,44122480615500,207000,209500,205500,206500,1500,0.73,480545,99493,0.49,--37701,+22450,--131720,--39057,--33918,28.24,28.24,28.24,--131720,+22450,--37701,0.49
20211223,005380,KR7005380001,현대차,KOSPI,209000,2500,1.21,208000,209000,207000,372738,77657491500,213668187,44656651083000,208000,209000,207000,209000,2500,1.21,372738,77657,0.5,--153875,+92458,+28463,--4836,+22322,28.25,28.25,28.25,+28463,+92458,--153875,0.5
20211224,005380,KR7005380001,현대차,KOSPI,215500,6500,3.11,210500,216500,210500,1024355,219906037725,213668187,46045494298500,210500,216500,210500,215500,6500,3.11,1024355,219906,0.5,--429897,+198489,+163089,+109392,+105932,28.33,28.33,28.33,+163089,+198489,--429897,0.5
20211227,005380,KR7005380001,현대차,KOSPI,213500,-2000,-.93,216500,217000,213500,530039,114111057000,213668187,45618157924500,216500,217000,-213500,-213500,-2000,-0.93,530039,114111,0.49,--14657,+50790,--114571,--46957,--49214,28.27,28.27,28.27,--114571,+50790,--14657,0.49
20211228,005380,KR7005380001,현대차,KOSPI,214000,500,.23,215000,215000,211500,880326,187741995500,213668187,45724992018000,215000,215000,-211500,214000,500,0.23,880326,187742,0.49,--256582,+231574,--54814,+14005,+9774,28.25,28.25,28.25,--54814,+231574,--256582,0.49
20211229,005380,KR7005380001,현대차,KOSPI,212000,-2000,-.93,213000,215000,211500,659392,140427239500,213668187,45297655644000,-213000,215000,-211500,-212000,-2000,-0.93,659392,140427,0.48,+176159,--207651,+33139,+22462,+21855,28.26,28.26,28.26,+33139,--207651,+176159,0.48
20211230,005380,KR7005380001,현대차,KOSPI,209000,-3000,-1.42,211500,212000,208500,581448,122059514500,213668187,44656651083000,-211500,212000,-208500,-209000,-3000,-1.42,581448,122060,0.47,+210153,--119657,--103313,--39460,--95375,28.21,28.21,28.21,--103313,--119657,+210153,0.47
20211116,005420,KR7005420005,코스모화학,KOSPI,16850,100,.6,17050,17300,16800,811166,13819107550,27860157,469443645450,17050,17300,16800,16850,100,0.6,811166,13819,5.17,+51446,+44,--53793,--40335,--50553,1.54,1.54,1.54,--53793,+44,+51446,5.17
20211117,005420,KR7005420005,코스모화학,KOSPI,16800,-50,-.3,17200,17200,16250,622251,10431790100,27860157,468050637600,17200,17200,-16250,-16800,-50,-0.3,622251,10432,5.38,--5755,+21930,--12639,--13973,+4534,1.5,1.5,1.5,--12639,+21930,--5755,5.38
20211118,005420,KR7005420005,코스모화학,KOSPI,17450,650,3.87,16750,17550,16500,937036,16134185650,27860157,486159739650,-16750,17550,-16500,17450,650,3.87,937036,16134,5.49,--21249,+5355,+15008,+22169,+24658,1.55,1.55,1.55,+15008,+5355,--21249,5.49
20211119,005420,KR7005420005,코스모화학,KOSPI,17100,-350,-2.01,17550,17600,16900,603664,10396327800,27860157,476408684700,17550,17600,-16900,-17100,-350,-2.01,603664,10396,5.47,+46045,+12937,--56737,--45858,--47561,1.35,1.35,1.35,--56737,+12937,+46045,5.47
20211122,005420,KR7005420005,코스모화학,KOSPI,16450,-650,-3.8,17050,17050,15900,542732,8891572900,27860157,458299582650,-17050,-17050,-15900,-16450,-650,-3.8,542732,8892,5.69,+27573,--1036,--34588,--22967,--34745,1.22,1.22,1.22,--34588,--1036,+27573,5.69
20211123,005420,KR7005420005,코스모화학,KOSPI,16200,-250,-1.52,16200,16800,16150,304068,4999033300,27860157,451334543400,-16200,16800,-16150,-16200,-250,-1.52,304068,4999,5.56,--25785,+133,+25811,+17687,+25954,1.32,1.32,1.32,+25811,+133,--25785,5.56
20211124,005420,KR7005420005,코스모화학,KOSPI,16550,350,2.16,16050,16700,16050,369431,6083687800,27860157,461085598350,-16050,16700,-16050,16550,350,2.16,369431,6084,5.59,--93861,--79,+96192,+49451,+96302,1.66,1.66,1.66,+96192,--79,--93861,5.59
20211125,005420,KR7005420005,코스모화학,KOSPI,16300,-250,-1.51,16550,16900,16250,330286,5428310300,27860157,454120559100,16550,16900,-16250,-16300,-250,-1.51,330286,5428,5.57,+9904,+12,--9574,--9341,--9726,1.63,1.63,1.63,--9574,+12,+9904,5.57
20211126,005420,KR7005420005,코스모화학,KOSPI,15700,-600,-3.68,16250,16600,15600,517949,8316927250,27860157,437404464900,-16250,16600,-15600,-15700,-600,-3.68,517949,8317,5.4,--14897,+22,+15307,+26190,+15288,1.68,1.68,1.68,+15307,+22,--14897,5.4
20211129,005420,KR7005420005,코스모화학,KOSPI,14750,-950,-6.05,15150,15400,14650,640272,9600429300,27860157,410937315750,-15150,-15400,-14650,-14750,-950,-6.05,640272,9600,5.46,--44439,+5233,+38108,+9039,+38530,1.82,1.82,1.82,+38108,+5233,--44439,5.46
20211130,005420,KR7005420005,코스모화학,KOSPI,14050,-700,-4.75,15050,15200,14000,584389,8497334100,27860157,391435205850,15050,15200,-14000,-14050,-700,-4.75,584389,8497,5.17,--21456,--204,+19730,--6844,+19292,1.89,1.89,1.89,+19730,--204,--21456,5.17
20211201,005420,KR7005420005,코스모화학,KOSPI,14600,550,3.91,14050,14650,13650,485048,6898264450,27860157,406758292200,14050,14650,-13650,14600,550,3.91,485048,6898,4.84,--47396,+2457,+46491,+10744,+49045,2.06,2.06,2.06,+46491,+2457,--47396,4.84
20211202,005420,KR7005420005,코스모화학,KOSPI,14300,-300,-2.05,14200,14500,14150,291738,4169902800,27860157,398400245100,-14200,-14500,-14150,-14300,-300,-2.05,291738,4170,4.66,+29890,+4781,--35414,--11068,--36401,1.93,1.93,1.93,--35414,+4781,+29890,4.66
20211203,005420,KR7005420005,코스모화학,KOSPI,14500,200,1.4,14300,14600,14250,245573,3539800600,27860157,403972276500,14300,14600,-14250,14500,200,1.4,245573,3540,4.95,+35938,--1754,--24701,--16955,--26471,1.84,1.84,1.84,--24701,--1754,+35938,4.95
20211206,005420,KR7005420005,코스모화학,KOSPI,14400,-100,-.69,14300,14450,13250,363298,5108617500,27860157,401186260800,-14300,-14450,-13250,-14400,-100,-0.69,363298,5109,4.97,+5764,+4635,--9948,+10041,--10346,1.8,1.8,1.8,--9948,+4635,+5764,4.97
20211207,005420,KR7005420005,코스모화학,KOSPI,14600,200,1.39,14500,15150,14500,388636,5730561750,27860157,406758292200,14500,15150,14500,14600,200,1.39,388636,5731,4.92,+55459,+58,--56533,--55790,--56368,1.6,1.6,1.6,--56533,+58,+55459,4.92
20211208,005420,KR7005420005,코스모화학,KOSPI,14900,300,2.05,14700,15350,14700,444758,6692331800,27860157,415116339300,14700,15350,14700,14900,300,2.05,444758,6692,4.71,--31079,+19910,+9103,--9669,+8909,1.63,1.63,1.63,+9103,+19910,--31079,4.71
20211209,005420,KR7005420005,코스모화학,KOSPI,14900,0,0,15050,15200,14850,265468,3978313850,27860157,415116339300,15050,15200,-14850,14900,0,0.0,265468,3978,4.79,+23317,+22,--16949,--13925,--15310,1.57,1.57,1.57,--16949,+22,+23317,4.79
20211210,005420,KR7005420005,코스모화학,KOSPI,14600,-300,-2.01,14800,14900,14550,185916,2732032300,27860157,406758292200,-14800,14900,-14550,-14600,-300,-2.01,185916,2732,4.74,+15542,--19,--16388,--12250,--16388,1.52,1.52,1.52,--16388,--19,+15542,4.74
20211213,005420,KR7005420005,코스모화학,KOSPI,14400,-200,-1.37,14600,14700,14350,169475,2460049550,27860157,401186260800,14600,14700,-14350,-14400,-200,-1.37,169475,2460,4.86,+17941,--289,+402,--12896,--19457,1.52,1.52,1.52,+402,--289,+17941,4.86
20211214,005420,KR7005420005,코스모화학,KOSPI,14200,-200,-1.39,14400,14700,14100,358878,5156294900,27860157,395614229400,14400,14700,-14100,-14200,-200,-1.39,358878,5156,4.82,+45374,+17,--44472,--11963,--44472,1.36,1.36,1.36,--44472,+17,+45374,4.82
20211215,005420,KR7005420005,코스모화학,KOSPI,14400,200,1.41,14100,14450,14050,216340,3086192650,27860157,401186260800,-14100,14450,-14050,14400,200,1.41,216340,3086,4.85,+10666,--4958,--6387,+206,--6367,1.33,1.33,1.33,--6387,--4958,+10666,4.85
20211216,005420,KR7005420005,코스모화학,KOSPI,14350,-50,-.35,14550,14650,14300,179273,2591102250,27860157,399793252950,14550,14650,-14300,-14350,-50,-0.35,179273,2591,4.83,+9963,+58,--11281,--7758,--11248,1.29,1.29,1.29,--11281,+58,+9963,4.83
20211217,005420,KR7005420005,코스모화학,KOSPI,14300,-50,-.35,14200,14350,14100,140021,1992881300,27860157,398400245100,-14200,14350,-14100,-14300,-50,-0.35,140021,1993,4.84,--10021,--633,+8927,+9747,+10033,1.33,1.33,1.33,+8927,--633,--10021,4.84
20211220,005420,KR7005420005,코스모화학,KOSPI,14200,-100,-.7,14300,14450,14150,180943,2580338550,27860157,395614229400,14300,14450,-14150,-14200,-100,-0.7,180943,2580,4.84,--20233,+22220,--6590,+2498,--6167,1.3,1.3,1.3,--6590,+22220,--20233,4.84
20211221,005420,KR7005420005,코스모화학,KOSPI,14700,500,3.52,14250,14750,14150,503550,7305090400,27860157,409544307900,14250,14750,-14150,14700,500,3.52,503550,7305,4.85,--70419,+48133,+22673,+6340,+22839,1.38,1.38,1.38,+22673,+48133,--70419,4.85
20211222,005420,KR7005420005,코스모화학,KOSPI,14600,-100,-.68,14900,14950,14550,236636,3478230400,27860157,406758292200,14900,14950,-14550,-14600,-100,-0.68,236636,3478,4.85,+31072,+4424,--35471,--23072,--35598,1.26,1.26,1.26,--35471,+4424,+31072,4.85
20211223,005420,KR7005420005,코스모화학,KOSPI,14850,250,1.71,14800,15100,14700,365312,5428412750,27860157,413723331450,14800,15100,14700,14850,250,1.71,365312,5428,4.86,--37717,+19349,+26079,+13712,+41041,1.35,1.35,1.35,+26079,+19349,--37717,4.86
20211224,005420,KR7005420005,코스모화학,KOSPI,14600,-250,-1.68,14950,14950,14550,268067,3949203200,27860157,406758292200,14950,14950,-14550,-14600,-250,-1.68,268067,3949,4.9,+23566,+37,--15213,--7436,--15413,1.29,1.29,1.29,--15213,+37,+23566,4.9
20211227,005420,KR7005420005,코스모화학,KOSPI,14750,150,1.03,14650,14900,14400,375375,5526256300,27860157,410937315750,14650,14900,-14400,14750,150,1.03,375375,5526,4.86,--22383,+31,+3267,+17048,+3286,1.31,1.31,1.31,+3267,+31,--22383,4.86
20211228,005420,KR7005420005,코스모화학,KOSPI,14700,-50,-.34,14800,14950,14600,347189,5138918300,27860157,409544307900,14800,14950,-14600,-14700,-50,-0.34,347189,5139,4.9,--53986,+44,+53112,+29730,+37493,1.5,1.5,1.5,+53112,+44,--53986,4.9
20211229,005420,KR7005420005,코스모화학,KOSPI,15500,800,5.44,14850,15550,14750,623772,9553200450,27860157,431832433500,14850,15550,14750,15500,800,5.44,623772,9553,4.82,--89246,+8629,+79895,+34812,+87224,1.78,1.78,1.78,+79895,+8629,--89246,4.82
20211230,005420,KR7005420005,코스모화학,KOSPI,16100,600,3.87,15650,16250,15200,681917,10827750550,27860157,448548527700,15650,16250,-15200,16100,600,3.87,681917,10828,4.68,+41468,+1992,--51635,--36151,--58653,1.6,1.6,1.6,--51635,+1992,+41468,4.68
20211116,005490,KR7005490008,POSCO,KOSPI,283500,-1500,-.53,283500,287500,280500,219629,62510267500,87186835,24717467722500,-283500,287500,-280500,-283500,-1500,-0.53,219629,62510,0.34,+10121,--3553,--7328,+6614,+4983,53.29,53.29,53.29,--7328,--3553,+10121,0.34
20211117,005490,KR7005490008,POSCO,KOSPI,276000,-7500,-2.65,284500,284500,275500,407594,113317780500,87186835,24063566460000,284500,284500,-275500,-276000,-7500,-2.65,407594,113318,0.34,+146163,--44151,--135390,--118967,--23847,53.14,53.14,53.14,--135390,--44151,+146163,0.34
20211118,005490,KR7005490008,POSCO,KOSPI,274000,-2000,-.72,276000,279000,273500,270816,74795131000,87186835,23889192790000,276000,279000,-273500,-274000,-2000,-0.72,270816,74795,0.34,+42341,+9278,--61414,--68606,--4948,53.07,53.07,53.07,--61414,+9278,+42341,0.34
20211119,005490,KR7005490008,POSCO,KOSPI,278000,4000,1.46,274500,281000,274000,285633,79485202500,87186835,24237940130000,274500,281000,274000,278000,4000,1.46,285633,79485,0.36,--13584,+9312,--11057,--23209,+5313,53.05,53.05,53.05,--11057,+9312,--13584,0.36
20211122,005490,KR7005490008,POSCO,KOSPI,281000,3000,1.08,277000,284500,275500,255604,71903831500,87186835,24499500635000,-277000,284500,-275500,281000,3000,1.08,255604,71904,0.36,+18449,+31042,--56706,--43945,--42239,52.99,52.99,52.99,--56706,+31042,+18449,0.36
20211123,005490,KR7005490008,POSCO,KOSPI,286500,5500,1.96,283500,292000,283000,389317,111608229000,87186835,24979028227500,283500,292000,283000,286500,5500,1.96,389317,111608,0.36,--9984,+27242,--49246,--36923,--48523,52.93,52.93,52.93,--49246,+27242,--9984,0.36
20211124,005490,KR7005490008,POSCO,KOSPI,280500,-6000,-2.09,286500,287000,278500,336968,95132964250,87186835,24455907217500,286500,287000,-278500,-280500,-6000,-2.09,336968,95133,0.36,+102085,--54717,--67546,--73343,--23909,52.86,52.86,52.86,--67546,--54717,+102085,0.36
20211125,005490,KR7005490008,POSCO,KOSPI,277000,-3500,-1.25,279500,280000,274500,226729,62721106500,87186835,24150753295000,-279500,-280000,-274500,-277000,-3500,-1.25,226729,62721,0.35,+72509,--18318,--56544,--11514,--24712,52.79,52.79,52.79,--56544,--18318,+72509,0.35
20211126,005490,KR7005490008,POSCO,KOSPI,272000,-5000,-1.81,277500,278000,271000,251387,68619256000,87186835,23714819120000,277500,278000,-271000,-272000,-5000,-1.81,251387,68619,0.38,+67525,--37860,--32951,--28145,--20529,52.75,52.75,52.75,--32951,--37860,+67525,0.38
20211129,005490,KR7005490008,POSCO,KOSPI,264500,-7500,-2.76,266500,268000,262000,526535,139601819000,87186835,23060917857500,-266500,-268000,-262000,-264500,-7500,-2.76,526535,139602,0.38,+34271,+49735,--86665,--60859,--35896,52.65,52.65,52.65,--86665,+49735,+34271,0.38
20211130,005490,KR7005490008,POSCO,KOSPI,261000,-3500,-1.32,267000,270000,260000,603733,158953615000,87186835,22755763935000,267000,270000,-260000,-261000,-3500,-1.32,603733,158954,0.37,+41730,--53319,+31798,+7231,--12757,52.69,52.69,52.69,+31798,--53319,+41730,0.37
20211201,005490,KR7005490008,POSCO,KOSPI,277000,16000,6.13,266500,284500,263000,1158036,321424435000,87186835,24150753295000,266500,284500,263000,277000,16000,6.13,1158036,321424,0.36,--92409,+99553,--1298,+21623,+111678,52.69,52.69,52.69,--1298,+99553,--92409,0.36
20211202,005490,KR7005490008,POSCO,KOSPI,281500,4500,1.62,276500,283000,270000,558575,155138946000,87186835,24543094052500,-276500,283000,-270000,281500,4500,1.62,558575,155139,0.36,+943,+25511,--43350,+1717,--10804,52.64,52.64,52.64,--43350,+25511,+943,0.36
