date,stk_cd,isinCd,itmsNm,mrktCtg,close,vs,fltRt,mkp,hipr,lopr,volume,amount,lstgStCnt,mrktTotAmt,open_pric,high_pric,low_pric,close_pric,pred_rt,flu_rt,trde_qty,amt_mn,crd_rt,ind,orgn,for_qty,frgn,prm,for_rt,for_poss,for_wght,for_netprps,orgn_netprps,ind_netprps,crd_remn_rt
20211117,004370,KR7004370003,농심,KOSPI,285000,-5000,-1.72,290000,291000,284000,17105,4892814000,6082642,1733552970000,290000,291000,-284000,-285000,-5000,-1.72,17105,4893,0.5,+4733,--1224,--5650,--2837,--4350,12.72,12.72,12.72,--5650,--1224,+4733,0.5
20211118,004370,KR7004370003,농심,KOSPI,284000,-1000,-.35,283500,288000,282500,16167,4612584000,6082642,1727470328000,-283500,288000,-282500,-284000,-1000,-0.35,16167,4613,0.49,--524,+4064,--2282,--2152,--1638,12.68,12.68,12.68,--2282,+4064,--524,0.49
20211119,004370,KR7004370003,농심,KOSPI,285500,1500,.53,284500,287500,283500,11914,3411665000,6082642,1736594291000,284500,287500,-283500,285500,1500,0.53,11914,3412,0.5,--2283,+3454,--5128,--944,--444,12.6,12.6,12.6,--5128,+3454,--2283,0.5
20211122,004370,KR7004370003,농심,KOSPI,288500,3000,1.05,283500,289000,281500,16247,4665549500,6082642,1754842217000,-283500,289000,-281500,288500,3000,1.05,16247,4666,0.48,--2689,+5790,--2720,--2899,--1595,12.55,12.55,12.55,--2720,+5790,--2689,0.48
20211123,004370,KR7004370003,농심,KOSPI,292000,3500,1.21,288500,292500,285000,17588,5089420000,6082642,1776131464000,288500,292500,-285000,292000,3500,1.21,17588,5089,0.48,--4653,+1300,+10031,+1672,+3661,12.72,12.72,12.72,+10031,+1300,--4653,0.48
20211124,004370,KR7004370003,농심,KOSPI,292500,500,.17,291500,293000,289000,16049,4684039000,6082642,1779172785000,-291500,293000,-289000,292500,500,0.17,16049,4684,0.47,--5658,+5955,+2890,+1098,--816,12.77,12.77,12.77,+2890,+5955,--5658,0.47
20211125,004370,KR7004370003,농심,KOSPI,292000,-500,-.17,290500,293000,289000,10913,3187268000,6082642,1776131464000,-290500,293000,-289000,-292000,-500,-0.17,10913,3187,0.47,--4222,+5034,--828,--438,--912,12.75,12.75,12.75,--828,+5034,--4222,0.47
20211126,004370,KR7004370003,농심,KOSPI,286500,-5500,-1.88,289500,291500,281000,15592,4468183000,6082642,1742676933000,-289500,-291500,-281000,-286500,-5500,-1.88,15592,4468,0.46,+2168,--2920,+1042,+1285,+547,12.77,12.77,12.77,+1042,--2920,+2168,0.46
20211129,004370,KR7004370003,농심,KOSPI,284500,-2000,-.7,283000,286000,280000,12455,3540375000,6082642,1730511649000,-283000,-286000,-280000,-284500,-2000,-0.7,12455,3540,0.46,--5767,+5115,+876,+1277,+2544,12.78,12.78,12.78,+876,+5115,--5767,0.46
20211130,004370,KR7004370003,농심,KOSPI,273500,-11000,-3.87,283500,286000,273500,20683,5751375500,6082642,1663602587000,-283500,286000,-273500,-273500,-11000,-3.87,20683,5751,0.46,+3838,--1196,--2282,--2486,--984,12.75,12.75,12.75,--2282,--1196,+3838,0.46
20211201,004370,KR7004370003,농심,KOSPI,279500,6000,2.19,276000,281500,270500,17056,4735273500,6082642,1700098439000,276000,281500,-270500,279500,6000,2.19,17056,4735,0.44,--5261,+7088,--3302,--1438,--1220,12.69,12.69,12.69,--3302,+7088,--5261,0.44
20211202,004370,KR7004370003,농심,KOSPI,286000,6500,2.33,277000,288000,276500,20818,5920501500,6082642,1739635612000,-277000,288000,-276500,286000,6500,2.33,20818,5921,0.41,--6974,+4928,+2275,+2551,+4297,12.73,12.73,12.73,+2275,+4928,--6974,0.41
20211203,004370,KR7004370003,농심,KOSPI,286000,0,0,287000,288000,284000,12809,3665548000,6082642,1739635612000,287000,288000,-284000,286000,0,0.0,12809,3666,0.41,--627,+178,+1747,--431,--314,12.76,12.76,12.76,+1747,+178,--627,0.41
20211206,004370,KR7004370003,농심,KOSPI,288500,2500,.87,285500,289500,283500,11345,3260396500,6082642,1754842217000,-285500,289500,-283500,288500,2500,0.87,11345,3260,0.41,--3202,+2128,+1263,+1303,+512,12.78,12.78,12.78,+1263,+2128,--3202,0.41
20211207,004370,KR7004370003,농심,KOSPI,294500,6000,2.08,290000,295500,286000,29290,8587700000,6082642,1791338069000,290000,295500,-286000,294500,6000,2.08,29290,8588,0.41,--15059,+17297,--17031,--1848,--182,12.5,12.5,12.5,--17031,+17297,--15059,0.41
20211208,004370,KR7004370003,농심,KOSPI,291000,-3500,-1.19,293500,295500,290500,15084,4416461000,6082642,1770048822000,-293500,295500,-290500,-291000,-3500,-1.19,15084,4416,0.4,--3003,+4473,--1905,--618,--846,12.47,12.47,12.47,--1905,+4473,--3003,0.4
20211209,004370,KR7004370003,농심,KOSPI,291500,500,.17,291500,293000,288000,18687,5422046000,6082642,1773090143000,291500,293000,-288000,291500,500,0.17,18687,5422,0.39,+961,--1259,+299,+102,+3480,12.47,12.47,12.47,+299,--1259,+961,0.39
20211210,004370,KR7004370003,농심,KOSPI,291000,-500,-.17,291500,295000,288500,20766,6067798500,6082642,1770048822000,291500,295000,-288500,-291000,-500,-0.17,20766,6068,0.38,+559,--1734,+1471,+120,+15,12.5,12.5,12.5,+1471,--1734,+559,0.38
20211213,004370,KR7004370003,농심,KOSPI,303500,12500,4.3,291000,305500,291000,67412,20319563000,6082642,1846081847000,291000,305500,291000,303500,12500,4.3,67412,20320,0.39,--34510,+29070,+4058,+4882,+8109,12.56,12.56,12.56,+4058,+29070,--34510,0.39
20211214,004370,KR7004370003,농심,KOSPI,313000,9500,3.13,304000,318500,302500,94437,29583345500,6082642,1903866946000,304000,318500,-302500,313000,9500,3.13,94437,29583,0.41,--42229,+31207,+12712,+3920,+10237,12.77,12.77,12.77,+12712,+31207,--42229,0.41
20211215,004370,KR7004370003,농심,KOSPI,312000,-1000,-.32,313000,320000,312000,38792,12249181500,6082642,1897784304000,313000,320000,-312000,-312000,-1000,-0.32,38792,12249,0.4,--14218,+9221,+3778,+4778,--2762,12.84,12.84,12.84,+3778,+9221,--14218,0.4
20211216,004370,KR7004370003,농심,KOSPI,313000,1000,.32,313000,316000,308000,26337,8197844000,6082642,1903866946000,313000,316000,-308000,313000,1000,0.32,26337,8198,0.39,--5168,+2991,+3969,+2922,+2752,12.9,12.9,12.9,+3969,+2991,--5168,0.39
20211217,004370,KR7004370003,농심,KOSPI,316500,3500,1.12,313000,317000,310500,28148,8878095000,6082642,1925156193000,313000,317000,-310500,316500,3500,1.12,28148,8878,0.38,--7119,+8982,--539,--315,--826,12.89,12.89,12.89,--539,+8982,--7119,0.38
20211220,004370,KR7004370003,농심,KOSPI,315000,-1500,-.47,314000,318000,310000,26738,8433740500,6082642,1916032230000,-314000,318000,-310000,-315000,-1500,-0.47,26738,8434,0.38,--9910,+11939,+3635,--507,--1089,12.95,12.95,12.95,+3635,+11939,--9910,0.38
20211221,004370,KR7004370003,농심,KOSPI,316500,1500,.48,316500,318000,314000,18288,5793647500,6082642,1925156193000,316500,318000,-314000,316500,1500,0.48,18288,5794,0.44,--9312,+9141,--6795,+80,+2865,12.84,12.84,12.84,--6795,+9141,--9312,0.44
20211222,004370,KR7004370003,농심,KOSPI,312500,-4000,-1.26,314500,316500,310500,14946,4691247000,6082642,1900825625000,-314500,316500,-310500,-312500,-4000,-1.26,14946,4691,0.41,--4020,+2223,--5067,+1861,+2028,12.76,12.76,12.76,--5067,+2223,--4020,0.41
20211223,004370,KR7004370003,농심,KOSPI,314500,2000,.64,315500,315500,312000,11360,3559632000,6082642,1912990909000,315500,315500,-312000,314500,2000,0.64,11360,3560,0.42,--6960,+5414,--14796,+1659,+2075,12.51,12.51,12.51,--14796,+5414,--6960,0.42
20211224,004370,KR7004370003,농심,KOSPI,315500,1000,.32,314500,317500,312000,14107,4443561500,6082642,1919073551000,314500,317500,-312000,315500,1000,0.32,14107,4444,0.39,--5344,+6205,+2093,--120,--644,12.55,12.55,12.55,+2093,+6205,--5344,0.39
20211227,004370,KR7004370003,농심,KOSPI,318500,3000,.95,316500,320000,316000,30259,9651867500,6082642,1937321477000,316500,320000,316000,318500,3000,0.95,30259,9652,0.38,--12147,+12140,+1914,+826,+10603,12.58,12.58,12.58,+1914,+12140,--12147,0.38
20211228,004370,KR7004370003,농심,KOSPI,320000,1500,.47,318500,321000,316500,20304,6492128000,6082642,1946445440000,318500,321000,-316500,320000,1500,0.47,20304,6492,0.36,--11080,+8289,+1931,+3495,+2900,12.61,12.61,12.61,+1931,+8289,--11080,0.36
20211229,004370,KR7004370003,농심,KOSPI,321000,1000,.31,316000,322000,314500,17690,5660538500,6082642,1952528082000,-316000,322000,-314500,321000,1000,0.31,17690,5661,0.35,--5314,+1558,+3734,+2800,+4185,12.67,12.67,12.67,+3734,+1558,--5314,0.35
20211230,004370,KR7004370003,농심,KOSPI,318500,-2500,-.78,321000,321000,317000,12428,3963137500,6082642,1937321477000,321000,321000,-317000,-318500,-2500,-0.78,12428,3963,0.33,--2989,+2479,--3529,+577,+849,12.61,12.61,12.61,--3529,+2479,--2989,0.33
20211116,004990,KR7004990008,롯데지주,KOSPI,32950,-100,-.3,32950,33150,32750,53829,1773910550,104909237,3456759359150,-32950,33150,-32750,-32950,-100,-0.3,53829,1774,0.43,+1797,+5461,--2660,--6432,--3021,8.03,8.03,8.03,--2660,+5461,+1797,0.43
20211117,004990,KR7004990008,롯데지주,KOSPI,32600,-350,-1.06,32950,33000,32550,93293,3049540150,104909237,3420041126200,32950,33000,-32550,-32600,-350,-1.06,93293,3050,0.44,+11445,--13755,+3898,+1015,--7609,8.03,8.03,8.03,+3898,--13755,+11445,0.44
20211118,004990,KR7004990008,롯데지주,KOSPI,32100,-500,-1.53,32550,32600,32100,117041,3770584650,104909237,3367586507700,-32550,32600,-32100,-32100,-500,-1.53,117041,3771,0.42,+48110,--5238,--44808,--33092,--49288,7.99,7.99,7.99,--44808,--5238,+48110,0.42
20211119,004990,KR7004990008,롯데지주,KOSPI,32300,200,.62,32100,32450,32000,65289,2108071250,104909237,3388568355100,32100,32450,-32000,32300,200,0.62,65289,2108,0.43,--19047,+3082,--14031,+8345,+19067,7.97,7.97,7.97,--14031,+3082,--19047,0.43
20211122,004990,KR7004990008,롯데지주,KOSPI,32250,-50,-.15,32150,32400,31850,80953,2601680450,104909237,3383322893250,-32150,32400,-31850,-32250,-50,-0.15,80953,2602,0.43,--11587,+12602,+2878,--382,+8540,7.98,7.98,7.98,+2878,+12602,--11587,0.43
20211123,004990,KR7004990008,롯데지주,KOSPI,32100,-150,-.47,32050,32250,32000,64697,2075820350,104909237,3367586507700,-32050,32250,-32000,-32100,-150,-0.47,64697,2076,0.43,+16520,--13256,+33734,--1314,--7768,8.01,8.01,8.01,+33734,--13256,+16520,0.43
20211124,004990,KR7004990008,롯데지주,KOSPI,32100,0,0,32000,32300,31950,74647,2391712950,104909237,3367586507700,-32000,32300,-31950,32100,0,0.0,74647,2392,0.43,+10603,--16143,+4859,+5732,--1744,8.01,8.01,8.01,+4859,--16143,+10603,0.43
20211125,004990,KR7004990008,롯데지주,KOSPI,31900,-200,-.62,32050,32100,31800,72804,2320663400,104909237,3346604660300,-32050,32100,-31800,-31900,-200,-0.62,72804,2321,0.43,+26883,--1662,--22859,--18292,--25538,7.99,7.99,7.99,--22859,--1662,+26883,0.43
20211126,004990,KR7004990008,롯데지주,KOSPI,30900,-1000,-3.13,31800,31850,30800,153329,4786369800,104909237,3241695423300,-31800,-31850,-30800,-30900,-1000,-3.13,153329,4786,0.43,+13287,+3013,--33766,--15410,--8799,7.96,7.96,7.96,--33766,+3013,+13287,0.43
20211129,004990,KR7004990008,롯데지주,KOSPI,30050,-850,-2.75,30000,30550,29900,175309,5288715850,104909237,3152522571850,-30000,-30550,-29900,-30050,-850,-2.75,175309,5289,0.43,--4545,+18392,--5712,--7452,--7010,7.95,7.95,7.95,--5712,+18392,--4545,0.43
20211130,004990,KR7004990008,롯데지주,KOSPI,29000,-1050,-3.49,30150,30250,28800,161003,4749141050,104909237,3042367873000,30150,30250,-28800,-29000,-1050,-3.49,161003,4749,0.42,+27439,--11084,--19667,--13266,--23498,7.94,7.94,7.94,--19667,--11084,+27439,0.42
20211201,004990,KR7004990008,롯데지주,KOSPI,29350,350,1.21,28650,29750,28650,107612,3148740900,104909237,3079086105950,-28650,29750,-28650,29350,350,1.21,107612,3149,0.41,--4655,--3790,+111,+4773,+8254,7.94,7.94,7.94,+111,--3790,--4655,0.41
20211202,004990,KR7004990008,롯데지주,KOSPI,30450,1100,3.75,29100,30450,28850,97280,2906153550,104909237,3194486266650,-29100,30450,-28850,30450,1100,3.75,97280,2906,0.41,--33173,+10552,+24085,+9276,+35725,7.96,7.96,7.96,+24085,+10552,--33173,0.41
20211203,004990,KR7004990008,롯데지주,KOSPI,30500,50,.16,29800,30750,29700,103804,3165811000,104909237,3199731728500,-29800,30750,-29700,30500,50,0.16,103804,3166,0.39,+16541,--18409,+5278,+1214,+13772,7.96,7.96,7.96,+5278,--18409,+16541,0.39
20211206,004990,KR7004990008,롯데지주,KOSPI,30650,150,.49,30500,30750,30000,73832,2245743850,104909237,3215468114050,30500,30750,-30000,30650,150,0.49,73832,2246,0.38,+6592,--5451,+1355,--3630,+925,7.97,7.97,7.97,+1355,--5451,+6592,0.38
20211207,004990,KR7004990008,롯데지주,KOSPI,30950,300,.98,30700,30950,30550,80634,2480914450,104909237,3246940885150,30700,30950,-30550,30950,300,0.98,80634,2481,0.39,+15829,--8450,+755,+2725,--1789,7.97,7.97,7.97,+755,--8450,+15829,0.39
20211208,004990,KR7004990008,롯데지주,KOSPI,30850,-100,-.32,31200,31350,30700,105197,3272811800,104909237,3236449961450,31200,31350,-30700,-30850,-100,-0.32,105197,3273,0.39,--17998,+22906,--4382,--2839,+9354,7.96,7.96,7.96,--4382,+22906,--17998,0.39
20211209,004990,KR7004990008,롯데지주,KOSPI,31050,200,.65,30750,31200,30700,98483,3054075550,104909237,3257431808850,-30750,31200,-30700,31050,200,0.65,98483,3054,0.4,--4110,+22084,--15590,--8422,+8137,7.95,7.95,7.95,--15590,+22084,--4110,0.4
20211210,004990,KR7004990008,롯데지주,KOSPI,31050,0,0,31000,31150,30750,60163,1864194350,104909237,3257431808850,-31000,31150,-30750,31050,0,0.0,60163,1864,0.4,--1017,+3571,--2558,--3879,--596,7.94,7.94,7.94,--2558,+3571,--1017,0.4
20211213,004990,KR7004990008,롯데지주,KOSPI,31050,0,0,31000,31450,30900,54406,1694849500,104909237,3257431808850,-31000,31450,-30900,31050,0,0.0,54406,1695,0.4,--6234,+1992,+12092,+1795,+5658,7.96,7.96,7.96,+12092,+1992,--6234,0.4
20211214,004990,KR7004990008,롯데지주,KOSPI,30750,-300,-.97,30800,31200,30700,1048549,30863050418,104909237,3225959037750,-30800,31200,-30700,-30750,-300,-0.97,1048549,30863,0.4,--952881,--2180,+953946,--13080,--14466,8.87,8.87,8.87,+953946,--2180,--952881,0.4
20211215,004990,KR7004990008,롯데지주,KOSPI,30700,-50,-.16,30650,30950,30500,60968,1876242750,104909237,3220713575900,-30650,30950,-30500,-30700,-50,-0.16,60968,1876,0.4,+5134,--1382,--8732,--3260,--5234,8.86,8.86,8.86,--8732,--1382,+5134,0.4
20211216,004990,KR7004990008,롯데지주,KOSPI,30950,250,.81,30850,31050,30450,65656,2017203950,104909237,3246940885150,30850,31050,-30450,30950,250,0.81,65656,2017,0.4,+5287,--3576,--4751,--5888,+5005,8.85,8.85,8.85,--4751,--3576,+5287,0.4
20211217,004990,KR7004990008,롯데지주,KOSPI,31350,400,1.29,30800,31400,30600,96582,3010073300,104909237,3288904579950,-30800,31400,-30600,31350,400,1.29,96582,3010,0.4,--3310,+8522,--23109,+5251,+20667,8.83,8.83,8.83,--23109,+8522,--3310,0.4
20211220,004990,KR7004990008,롯데지주,KOSPI,30650,-700,-2.23,31200,31200,30500,90214,2778591450,104909237,3215468114050,-31200,-31200,-30500,-30650,-700,-2.23,90214,2779,0.4,+29850,--10694,--27309,--19108,--10595,8.8,8.8,8.8,--27309,--10694,+29850,0.4
20211221,004990,KR7004990008,롯데지주,KOSPI,30650,0,0,30750,30850,30400,62102,1904419150,104909237,3215468114050,30750,30850,-30400,30650,0,0.0,62102,1904,0.4,+8821,+14107,--189055,--8688,--16532,8.62,8.62,8.62,--189055,+14107,+8821,0.4
20211222,004990,KR7004990008,롯데지주,KOSPI,30500,-150,-.49,30750,30850,30400,96930,2962764300,104909237,3199731728500,30750,30850,-30400,-30500,-150,-0.49,96930,2963,0.39,+45687,--620,--158434,--9289,--41527,8.47,8.47,8.47,--158434,--620,+45687,0.39
20211223,004990,KR7004990008,롯데지주,KOSPI,30650,150,.49,30600,30900,30550,80188,2462664550,104909237,3215468114050,30600,30900,30550,30650,150,0.49,80188,2463,0.4,+2912,+8449,--3973,+13543,--6921,8.47,8.47,8.47,--3973,+8449,+2912,0.4
20211224,004990,KR7004990008,롯데지주,KOSPI,30800,150,.49,30650,30900,30600,168341,5170731750,104909237,3231204499600,30650,30900,-30600,30800,150,0.49,168341,5171,0.39,+64098,+11481,--81990,+31125,--76252,8.39,8.39,8.39,--81990,+11481,+64098,0.39
20211227,004990,KR7004990008,롯데지주,KOSPI,30800,0,0,30850,31100,30700,189787,5853035500,104909237,3231204499600,30850,31100,-30700,30800,0,0.0,189787,5853,0.39,+64477,+4513,--69747,+21286,--68189,8.33,8.33,8.33,--69747,+4513,+64477,0.39
20211228,004990,KR7004990008,롯데지주,KOSPI,31100,300,.97,30850,31150,30750,238506,7365821650,104909237,3262677270700,30850,31150,-30750,31100,300,0.97,238506,7366,0.39,+53199,+35922,--137582,+9283,--59146,8.19,8.19,8.19,--137582,+35922,+53199,0.39
20211229,004990,KR7004990008,롯데지주,KOSPI,30250,-850,-2.73,30500,30700,30250,208990,6353311150,104909237,3173504419250,-30500,-30700,-30250,-30250,-850,-2.73,208990,6353,0.4,+155278,--26564,--138052,--13836,--128136,8.06,8.06,8.06,--138052,--26564,+155278,0.4
20211230,004990,KR7004990008,롯데지주,KOSPI,29900,-350,-1.16,30250,30250,29850,120271,3610658550,104909237,3136786186300,30250,30250,-29850,-29900,-350,-1.16,120271,3611,0.4,+73566,--16716,--107031,--14552,--57000,7.96,7.96,7.96,--107031,--16716,+73566,0.4
20211116,005300,KR7005300009,롯데칠성,KOSPI,140000,1500,1.08,137000,141000,136000,25046,3465215500,9278884,1299043760000,-137000,141000,-136000,140000,1500,1.08,25046,3465,0.24,--2915,--1325,--2550,--7934,--4926,8.43,8.43,8.43,--2550,--1325,--2915,0.24
20211117,005300,KR7005300009,롯데칠성,KOSPI,139000,-1000,-.71,138000,141000,136000,32257,4467065500,9278884,1289764876000,-138000,141000,-136000,-139000,-1000,-0.71,32257,4467,0.22,+4408,--10778,--5514,--4183,--8499,8.37,8.37,8.37,--5514,--10778,+4408,0.22
20211118,005300,KR7005300009,롯데칠성,KOSPI,140500,1500,1.08,137500,141000,137000,20475,2863050000,9278884,1303683202000,-137500,141000,-137000,140500,1500,1.08,20475,2863,0.22,--3994,--3387,+117,--3956,--1438,8.37,8.37,8.37,+117,--3387,--3994,0.22
20211119,005300,KR7005300009,롯데칠성,KOSPI,137000,-3500,-2.49,138000,140500,136500,38122,5275651000,9278884,1271207108000,-138000,140500,-136500,-137000,-3500,-2.49,38122,5276,0.22,+1178,--13979,--599,--1277,+384,8.36,8.36,8.36,--599,--13979,+1178,0.22
20211122,005300,KR7005300009,롯데칠성,KOSPI,138000,1000,.73,137000,138500,135000,35764,4876075500,9278884,1280485992000,137000,138500,-135000,138000,1000,0.73,35764,4876,0.23,+473,--16151,+2618,+1949,+977,8.39,8.39,8.39,+2618,--16151,+473,0.23
20211123,005300,KR7005300009,롯데칠성,KOSPI,136000,-2000,-1.45,136500,139500,135500,37664,5162942000,9278884,1261928224000,-136500,139500,-135500,-136000,-2000,-1.45,37664,5163,0.23,+2019,--20010,+3666,+5580,+2755,8.43,8.43,8.43,+3666,--20010,+2019,0.23
20211124,005300,KR7005300009,롯데칠성,KOSPI,140500,4500,3.31,136500,143000,135000,78177,10891086000,9278884,1303683202000,136500,143000,-135000,140500,4500,3.31,78177,10891,0.22,--24180,--25707,+20468,+11427,+19375,8.65,8.65,8.65,+20468,--25707,--24180,0.22
20211125,005300,KR7005300009,롯데칠성,KOSPI,141000,500,.36,139000,142000,138500,17160,2414815500,9278884,1308322644000,-139000,142000,-138500,141000,500,0.36,17160,2415,0.22,--2221,+2400,--6504,+480,--6268,8.58,8.58,8.58,--6504,+2400,--2221,0.22
20211126,005300,KR7005300009,롯데칠성,KOSPI,138500,-2500,-1.77,141000,146500,137500,35339,4971511000,9278884,1285125434000,141000,146500,-137500,-138500,-2500,-1.77,35339,4972,0.2,+593,--8784,--5706,+1014,--6705,8.52,8.52,8.52,--5706,--8784,+593,0.2
20211129,005300,KR7005300009,롯데칠성,KOSPI,136000,-2500,-1.81,137000,137500,133000,24539,3324655500,9278884,1261928224000,-137000,-137500,-133000,-136000,-2500,-1.81,24539,3325,0.2,--1033,--3074,--5307,--2815,--4182,8.46,8.46,8.46,--5307,--3074,--1033,0.2
20211130,005300,KR7005300009,롯데칠성,KOSPI,131000,-5000,-3.68,134000,138000,129000,32284,4323357000,9278884,1215533804000,-134000,138000,-129000,-131000,-5000,-3.68,32284,4323,0.2,--1216,--7155,--6,+1863,--681,8.46,8.46,8.46,--6,--7155,--1216,0.2
20211201,005300,KR7005300009,롯데칠성,KOSPI,131500,500,.38,129500,133500,129500,75746,9602177460,9278884,1220173246000,-129500,133500,-129500,131500,500,0.38,75746,9602,0.2,--5304,--987,+326,--491,--125,8.47,8.47,8.47,+326,--987,--5304,0.2
20211202,005300,KR7005300009,롯데칠성,KOSPI,130500,-1000,-.76,129500,131500,127500,20628,2674778500,9278884,1210894362000,-129500,131500,-127500,-130500,-1000,-0.76,20628,2675,0.2,+1141,--737,+1051,--16,+6,8.48,8.48,8.48,+1051,--737,+1141,0.2
20211203,005300,KR7005300009,롯데칠성,KOSPI,133000,2500,1.92,129500,133500,129000,20143,2649192000,9278884,1234091572000,-129500,133500,-129000,133000,2500,1.92,20143,2649,0.21,--5831,+5419,+1604,+3731,+4379,8.49,8.49,8.49,+1604,+5419,--5831,0.21
20211206,005300,KR7005300009,롯데칠성,KOSPI,131000,-2000,-1.5,133000,134000,130000,29932,3935673500,9278884,1215533804000,133000,134000,-130000,-131000,-2000,-1.5,29932,3936,0.19,+3309,--4590,+2166,+55,+185,8.52,8.52,8.52,+2166,--4590,+3309,0.19
20211207,005300,KR7005300009,롯데칠성,KOSPI,134000,3000,2.29,131500,134500,130500,24904,3301107000,9278884,1243370456000,131500,134500,-130500,134000,3000,2.29,24904,3301,0.19,--5602,--401,+7070,+12406,+5889,8.59,8.59,8.59,+7070,--401,--5602,0.19
20211208,005300,KR7005300009,롯데칠성,KOSPI,130000,-4000,-2.99,134000,136000,128500,40507,5319030000,9278884,1206254920000,134000,136000,-128500,-130000,-4000,-2.99,40507,5319,0.19,+17608,--13117,--3156,--81,--5311,8.56,8.56,8.56,--3156,--13117,+17608,0.19
20211209,005300,KR7005300009,롯데칠성,KOSPI,130000,0,0,130000,131000,128500,53701,6963157500,9278884,1206254920000,130000,131000,-128500,130000,0,0.0,53701,6963,0.19,+15734,--28783,+12682,+12746,+434,8.7,8.7,8.7,+12682,--28783,+15734,0.19
20211210,005300,KR7005300009,롯데칠성,KOSPI,130000,0,0,130000,130000,128500,21765,2808235000,9278884,1206254920000,130000,130000,-128500,130000,0,0.0,21765,2808,0.22,+10223,--12801,+2637,+2391,--598,8.73,8.73,8.73,+2637,--12801,+10223,0.22
20211213,005300,KR7005300009,롯데칠성,KOSPI,130000,0,0,130000,131500,128500,30497,3965978500,9278884,1206254920000,130000,131500,-128500,130000,0,0.0,30497,3966,0.25,+1936,--1069,--4433,--119,--1082,8.68,8.68,8.68,--4433,--1069,+1936,0.25
20211214,005300,KR7005300009,롯데칠성,KOSPI,129500,-500,-.38,129000,130000,128000,26471,3414095000,9278884,1201615478000,-129000,130000,-128000,-129500,-500,-0.38,26471,3414,0.25,+4646,--8000,+2536,+511,+2362,8.7,8.7,8.7,+2536,--8000,+4646,0.25
20211215,005300,KR7005300009,롯데칠성,KOSPI,128000,-1500,-1.16,129500,129500,126500,22027,2816678500,9278884,1187697152000,129500,129500,-126500,-128000,-1500,-1.16,22027,2817,0.27,+4816,--2366,--3085,--1982,--4884,8.67,8.67,8.67,--3085,--2366,+4816,0.27
20211216,005300,KR7005300009,롯데칠성,KOSPI,129000,1000,.78,128000,130000,127500,23216,2984643000,9278884,1196976036000,128000,130000,-127500,129000,1000,0.78,23216,2985,0.27,--4630,+706,+3808,+1686,+4588,8.71,8.71,8.71,+3808,+706,--4630,0.27
20211217,005300,KR7005300009,롯데칠성,KOSPI,130000,1000,.78,128500,131000,128000,33671,4377682000,9278884,1206254920000,-128500,131000,-128000,130000,1000,0.78,33671,4378,0.29,--16183,--356,+11681,+7750,+17250,8.84,8.84,8.84,+11681,--356,--16183,0.29
20211220,005300,KR7005300009,롯데칠성,KOSPI,129500,-500,-.38,129000,130000,128000,16422,2118602000,9278884,1201615478000,-129000,130000,-128000,-129500,-500,-0.38,16422,2119,0.28,+2817,--2245,+4359,--2929,--1857,8.89,8.89,8.89,+4359,--2245,+2817,0.28
20211221,005300,KR7005300009,롯데칠성,KOSPI,134500,5000,3.86,130000,135000,129500,34351,4564854500,9278884,1248009898000,130000,135000,129500,134500,5000,3.86,34351,4565,0.25,--20737,+9275,+10249,+9608,+10639,9.0,9.0,9.0,+10249,+9275,--20737,0.25
20211222,005300,KR7005300009,롯데칠성,KOSPI,133500,-1000,-.74,134000,135000,132000,21118,2821568500,9278884,1238731014000,-134000,135000,-132000,-133500,-1000,-0.74,21118,2822,0.27,--1404,+7597,--19703,--4354,--6704,8.78,8.78,8.78,--19703,+7597,--1404,0.27
20211223,005300,KR7005300009,롯데칠성,KOSPI,137000,3500,2.62,136000,139000,134500,33244,4547731000,9278884,1271207108000,136000,139000,134500,137000,3500,2.62,33244,4548,0.22,--8119,--276,+7002,+9873,+6762,8.86,8.86,8.86,+7002,--276,--8119,0.22
20211224,005300,KR7005300009,롯데칠성,KOSPI,137000,0,0,136500,139500,135500,21121,2907887000,9278884,1271207108000,-136500,139500,-135500,137000,0,0.0,21121,2908,0.24,--2366,+787,+1362,+1422,--3778,8.87,8.87,8.87,+1362,+787,--2366,0.24
20211227,005300,KR7005300009,롯데칠성,KOSPI,136000,-1000,-.73,137000,137500,134000,7539,1024461500,9278884,1261928224000,137000,137500,-134000,-136000,-1000,-0.73,7539,1024,0.22,+586,--906,+350,+1159,+50,8.88,8.88,8.88,+350,--906,+586,0.22
20211228,005300,KR7005300009,롯데칠성,KOSPI,136500,500,.37,137000,138500,135000,17265,2360826000,9278884,1266567666000,137000,138500,-135000,136500,500,0.37,17265,2361,0.23,--5555,+3804,--4343,+1696,+708,8.83,8.83,8.83,--4343,+3804,--5555,0.23
20211229,005300,KR7005300009,롯데칠성,KOSPI,135000,-1500,-1.1,135000,136000,134000,7509,1013728000,9278884,1252649340000,-135000,-136000,-134000,-135000,-1500,-1.1,7509,1014,0.23,+2530,--2131,--1799,--1032,--530,8.81,8.81,8.81,--1799,--2131,+2530,0.23
20211230,005300,KR7005300009,롯데칠성,KOSPI,133500,-1500,-1.11,133500,135000,132500,13257,1768767000,9278884,1238731014000,-133500,135000,-132500,-133500,-1500,-1.11,13257,1769,0.21,+2162,--1904,+5052,+720,+1547,8.87,8.87,8.87,+5052,--1904,+2162,0.21
